,StockCode,total_quantity,total_revenue,avg_price,num_customers,num_invoices,num_countries,cluster,cluster_label
3746,84804B,208,405.1600000000001,2.5040000000000004,17,19,2,1,Low-demand Product
3747,84805A,76,146.7,2.6214285714285714,7,7,2,1,Low-demand Product
3748,84805B,132,226.8,2.3,7,8,3,1,Low-demand Product
3749,84806A,277,244.26999999999998,1.135,19,20,4,1,Low-demand Product
3750,84806B,391,508.29999999999995,1.3736666666666666,28,30,3,1,Low-demand Product
3751,84807,89,122.33,1.5414285714285714,7,7,1,1,Low-demand Product
3752,84809A,205,385.68,2.0077777777777777,18,18,2,1,Low-demand Product
3753,84809B,134,213.9,1.7875,7,8,1,1,Low-demand Product
3754,84813,338,1813.75,6.515942028985507,53,69,2,4,High-end Niche Product
3755,84814A,1,1.95,1.95,1,1,1,1,Low-demand Product
3756,84814B,6,11.7,1.95,2,2,1,1,Low-demand Product
3757,84815,125,436.75,4.152777777777778,34,36,9,4,High-end Niche Product
3758,84816,31,232.5,7.5,18,18,3,4,High-end Niche Product
3759,84817,799,815.4300000000001,1.6226923076923079,70,77,8,1,Low-demand Product
3760,84818,1556,2013.44,1.7669934640522873,122,153,8,1,Low-demand Product
3761,84819,759,1234.29,2.9108510638297873,82,94,12,1,Low-demand Product
3762,84820,264,761.9,4.638979591836735,46,49,10,4,High-end Niche Product
3763,84821,1036,654.28,0.7079411764705883,50,67,7,1,Low-demand Product
3764,84823,120,900.0,7.5,29,29,4,4,High-end Niche Product
3765,84824,33,247.5,7.5,23,27,3,4,High-end Niche Product
3766,84826,835,420.02,0.6398113207547169,49,51,6,1,Low-demand Product
3767,84827,470,234.54000000000002,0.5513333333333333,23,28,4,1,Low-demand Product
3768,84828,2055,2550.9900000000002,1.2752340425531916,146,233,14,1,Low-demand Product
3769,84830,40,300.0,7.5,7,7,1,4,High-end Niche Product
3770,84832,5299,4483.48,0.8577483443708609,281,442,15,2,Potential Product
3771,84836,14189,17636.14,1.2495665878644602,662,1244,13,0,Mid-range Popular Product
3772,84837,239,1792.5,7.5,109,133,2,4,High-end Niche Product
3773,84838,31,192.0,7.0,3,3,1,4,High-end Niche Product
3774,84839,1129,6929.07,6.602727272727273,219,351,7,4,High-end Niche Product
3775,84840,263,1972.5,7.5,110,126,4,4,High-end Niche Product
3776,84842,109,217.67000000000002,3.456153846153846,22,26,2,1,Low-demand Product
3777,84843,238,1334.2,5.905172413793103,66,86,8,4,High-end Niche Product
3778,84845A,1,1.25,1.25,1,1,1,1,Low-demand Product
3779,84845C,42,52.5,1.25,14,14,1,1,Low-demand Product
3780,84845D,41,51.25,1.25,11,11,2,1,Low-demand Product
3781,84846A,232,487.20000000000005,2.1,39,42,1,1,Low-demand Product
3782,84847,137,324.27,3.543513513513514,32,37,3,1,Low-demand Product
3783,84849A,361,600.73,1.6830434782608694,52,68,7,1,Low-demand Product
3784,84849B,1405,2332.69,1.6825991189427312,123,226,10,1,Low-demand Product
3785,84849D,1173,1962.93,1.6868421052631577,122,227,6,1,Low-demand Product
3786,84854,280,1302.0,4.889655172413794,42,57,7,4,High-end Niche Product
3787,84855,31,153.45000000000002,4.95,10,11,1,4,High-end Niche Product
3788,84856L,205,1149.55,5.902727272727273,46,55,3,4,High-end Niche Product
3789,84856S,181,750.9300000000001,4.534137931034483,25,29,3,4,High-end Niche Product
3790,84857A,8,60.0,7.5,2,3,1,4,High-end Niche Product
3791,84857B,24,46.8,1.95,1,1,1,1,Low-demand Product
3792,84857C,172,357.59999999999997,2.742857142857143,13,14,2,1,Low-demand Product
3793,84858A,38,99.2,5.278571428571429,7,7,1,4,High-end Niche Product
3794,84858B,167,232.25,2.816666666666667,8,9,1,1,Low-demand Product
3795,84858C,178,368.2,4.905555555555556,22,27,1,4,High-end Niche Product
3796,84859A,261,532.01,2.9780769230769235,40,50,3,1,Low-demand Product
3797,84859B,106,201.18,2.402,14,15,1,1,Low-demand Product
3798,84859C,229,451.39,2.9357894736842107,29,37,3,1,Low-demand Product
3799,84864A,4,27.0,6.75,3,3,1,4,High-end Niche Product
3800,84865,64,402.65,6.885135135135135,26,37,3,4,High-end Niche Product
3801,84867A,15,92.25,6.616666666666667,3,3,3,4,High-end Niche Product
3802,84868A,2,13.9,6.95,2,2,1,4,High-end Niche Product
3803,84868B,5,34.75,6.95,4,4,1,4,High-end Niche Product
3804,84869,203,451.84999999999997,3.6642857142857146,18,21,2,1,Low-demand Product
3805,84870B,54,202.5,3.75,22,23,5,1,Low-demand Product
3806,84870C,54,202.5,3.75,21,21,5,1,Low-demand Product
3807,84872A,7,52.5,7.5,6,6,1,4,High-end Niche Product
3808,84873A,6,45.0,7.5,5,5,1,4,High-end Niche Product
3809,84874B,78,128.7,1.65,26,28,3,1,Low-demand Product
3810,84875A,15,56.25,3.75,10,11,1,1,Low-demand Product
3811,84875B,367,476.25,1.4642857142857142,16,35,2,1,Low-demand Product
3812,84875D,371,483.75,1.722972972972973,17,37,1,1,Low-demand Product
3813,84876B,285,371.25,1.5178571428571428,22,27,2,1,Low-demand Product
3814,84876C,7,26.25,3.75,4,4,1,1,Low-demand Product
3815,84876D,315,536.25,2.5892857142857144,24,28,1,1,Low-demand Product
3816,84877A,46,142.5,3.5714285714285716,14,14,1,1,Low-demand Product
3817,84877B,227,296.25,1.5833333333333333,13,15,3,1,Low-demand Product
3818,84877D,101,173.75,2.25,14,15,3,1,Low-demand Product
3819,84879,40283,67127.39,1.6761515601783061,1010,2652,19,3,Bestseller Product
3820,84880,1477,8282.35,6.042553191489362,185,327,6,4,High-end Niche Product
3821,84881,50,317.5,6.35,21,22,2,4,High-end Niche Product
3822,84882,55,206.25,3.75,22,27,1,1,Low-demand Product
3823,84884A,1342,5048.93,3.931672862453532,195,269,4,2,Potential Product
3824,84886,11,82.5,7.5,8,8,1,4,High-end Niche Product
3825,84891B,7,52.5,7.5,5,5,1,4,High-end Niche Product
3826,84893,33,186.35000000000002,5.883333333333334,12,15,2,4,High-end Niche Product
3827,84898F,154,323.40000000000003,2.1,37,47,4,1,Low-demand Product
3828,84899E,46,57.5,1.25,11,14,2,1,Low-demand Product
3829,84899F,86,107.5,1.25,20,23,2,1,Low-demand Product
3830,84901,98,365.34,3.737142857142857,44,56,1,1,Low-demand Product
3831,84902,58,215.34,3.728181818181818,28,33,1,1,Low-demand Product
3832,84905,151,392.25,4.21,19,20,2,4,High-end Niche Product
3833,84906,58,277.1,5.061111111111112,14,18,2,4,High-end Niche Product
3834,84907,121,341.4,5.914285714285714,12,14,2,4,High-end Niche Product
3835,84908A,108,225.6,4.0928571428571425,4,7,1,4,High-end Niche Product
3836,84908B,106,211.7,2.95,2,5,1,1,Low-demand Product
3837,84909A,167,1252.5,7.5,24,29,2,4,High-end Niche Product
3838,84910A,139,607.75,5.6274999999999995,37,40,2,4,High-end Niche Product
3839,84912A,318,1145.25,3.732142857142857,59,97,7,1,Low-demand Product
3840,84912B,297,1066.5,3.729651162790698,56,84,7,1,Low-demand Product
3841,84913A,110,511.50000000000006,4.65,26,32,6,4,High-end Niche Product
3842,84913B,104,483.6,4.65,27,30,6,4,High-end Niche Product
3843,84914A,3,22.5,7.5,2,2,1,4,High-end Niche Product
3844,84915,122,228.0,4.08,15,18,4,4,High-end Niche Product
3845,84916,157,423.25,4.663333333333333,28,30,4,4,High-end Niche Product
3846,84917,182,471.9,3.738235294117647,16,17,3,1,Low-demand Product
3847,84918,92,384.4,6.361764705882353,15,17,2,4,High-end Niche Product
3848,84919,106,574.7,6.6642857142857155,20,21,3,4,High-end Niche Product
3849,84920,145,537.35,3.7203703703703703,43,54,5,1,Low-demand Product
3850,84921,27,101.25,3.75,13,14,1,1,Low-demand Product
3851,84922,62,202.75,4.025,9,10,1,4,High-end Niche Product
3852,84923,9,67.5,7.5,5,5,1,4,High-end Niche Product
3853,84924A,117,449.88,3.9113043478260865,41,46,3,1,Low-demand Product
3854,84924D,70,73.5,3.1666666666666665,11,12,2,1,Low-demand Product
3855,84924F,67,32.65,1.7650000000000001,8,8,2,1,Low-demand Product
3856,84925A,60,130.05,2.493333333333333,14,15,1,1,Low-demand Product
3857,84925C,28,71.39999999999999,2.55,10,10,1,1,Low-demand Product
3858,84925D,139,204.0,2.321153846153846,24,26,2,1,Low-demand Product
3859,84925E,30,53.55,2.2666666666666666,3,3,1,1,Low-demand Product
3860,84925F,256,324.13,1.964516129032258,29,31,2,1,Low-demand Product
3861,84926A,606,252.54,0.6785714285714286,29,42,3,1,Low-demand Product
3862,84926B,54,67.5,1.25,8,10,1,1,Low-demand Product
3863,84926C,125,156.25,1.25,17,19,3,1,Low-demand Product
3864,84926D,582,267.75,0.7589743589743589,29,38,4,1,Low-demand Product
3865,84926E,818,368.09999999999997,0.6260416666666667,40,48,2,1,Low-demand Product
3866,84926F,375,195.42999999999998,0.9886666666666667,24,30,2,1,Low-demand Product
3867,84927A,128,116.97000000000001,1.5964,22,25,3,1,Low-demand Product
3868,84927D,139,129.81,1.3616666666666666,22,24,4,1,Low-demand Product
3869,84927E,159,176.94000000000003,1.6648000000000003,22,24,3,1,Low-demand Product
3870,84927F,306,220.23000000000002,1.0675471698113208,44,51,3,1,Low-demand Product
3871,84929,1908,671.13,0.3605555555555556,82,90,9,1,Low-demand Product
3872,84931A,146,369.59999999999997,2.5404255319148934,42,47,4,1,Low-demand Product
3873,84931B,216,545.4,2.5326923076923076,44,52,4,1,Low-demand Product
3874,84932A,204,475.5,3.56875,22,24,7,1,Low-demand Product
3875,84932B,136,292.95,2.929411764705882,17,17,5,1,Low-demand Product
3876,84932C,277,595.65,2.929411764705882,31,34,8,1,Low-demand Product
3877,84932D,178,413.7,3.1184210526315788,16,19,5,1,Low-demand Product
3878,84933A,62,157.20000000000002,3.9,5,6,3,1,Low-demand Product
3879,84933B,67,156.9,3.0,5,6,3,1,Low-demand Product
3880,84933C,73,174.9,3.9000000000000004,6,6,2,1,Low-demand Product
3881,84934,301,255.85,0.85,12,12,4,1,Low-demand Product
3882,84937,1120,2329.86,2.0901204819277113,50,83,6,1,Low-demand Product
3883,84942,3,5.07,1.6900000000000002,3,3,1,1,Low-demand Product
3884,84944,824,2350.2,3.2513245033112583,122,149,8,1,Low-demand Product
3885,84945,10604,8920.91,0.8471959459459459,344,585,12,2,Potential Product
3886,84946,19828,24058.72,1.233443113772455,641,1323,9,0,Mid-range Popular Product
3887,84947,8094,9720.55,1.2380069324090122,312,559,5,2,Potential Product
3888,84948,268,442.19999999999993,1.65,28,33,3,1,Low-demand Product
3889,84949,6679,10742.55,1.632958199356913,330,612,6,2,Potential Product
3890,84950,3201,2291.11,0.7336486486486486,156,221,8,1,Low-demand Product
3891,84951A,428,447.47,1.412173913043478,37,46,2,1,Low-demand Product
3892,84951B,333,358.79,1.4014634146341463,31,40,2,1,Low-demand Product
3893,84952A,84,249.11,3.807857142857143,13,14,2,1,Low-demand Product
3894,84952B,197,342.86,3.0742857142857143,15,21,2,1,Low-demand Product
3895,84952C,217,444.15,3.134,18,24,1,1,Low-demand Product
3896,84962,3,22.5,7.5,2,2,1,4,High-end Niche Product
3897,84963A,22,165.0,7.5,8,8,2,4,High-end Niche Product
3898,84963B,18,135.0,7.5,5,6,1,4,High-end Niche Product
3899,84964A,11,82.5,7.5,2,2,1,4,High-end Niche Product
3900,84964B,17,127.5,7.5,2,2,1,4,High-end Niche Product
3901,84965A,20,150.0,7.5,2,3,1,4,High-end Niche Product
3902,84965B,27,202.5,7.5,3,4,1,4,High-end Niche Product
3903,84966A,12,90.0,7.5,3,3,1,4,High-end Niche Product
3904,84966B,33,247.5,7.5,3,4,1,4,High-end Niche Product
3905,84966C,23,172.5,7.5,1,2,1,4,High-end Niche Product
3906,84967A,2,15.0,7.5,2,2,1,4,High-end Niche Product
3907,84967B,23,172.5,7.5,8,10,1,4,High-end Niche Product
3908,84967C,9,67.5,7.5,3,4,1,4,High-end Niche Product
3909,84968A,351,2632.5,7.5,66,116,7,4,High-end Niche Product
3910,84968B,276,2070.0,7.5,51,80,4,4,High-end Niche Product
3911,84968C,264,1980.0,7.5,64,97,8,4,High-end Niche Product
3912,84968D,206,1545.0,7.5,45,59,8,4,High-end Niche Product
3913,84968E,249,1867.5,7.5,41,62,5,4,High-end Niche Product
3914,84968F,155,1162.5,7.5,52,65,9,4,High-end Niche Product
3915,84969,645,2752.33,4.302321428571428,100,168,12,4,High-end Niche Product
3916,84970L,11318,10938.97,0.9765096618357487,463,821,16,0,Mid-range Popular Product
3917,84970S,16555,13806.13,0.8483304347826086,616,1141,17,0,Mid-range Popular Product
3918,84971L,451,556.34,1.2413636363636362,37,43,2,1,Low-demand Product
3919,84971S,5024,4227.0599999999995,0.8506927710843374,180,325,8,2,Potential Product
3920,84972L,112,442.40000000000003,3.95,41,44,1,1,Low-demand Product
3921,84974,89,667.5,7.5,52,57,1,4,High-end Niche Product
3922,84975,1293,2125.41,1.6757988165680473,115,167,5,1,Low-demand Product
3923,84976,445,463.67,1.208095238095238,40,42,5,1,Low-demand Product
3924,84977,220,275.0,1.25,34,41,2,1,Low-demand Product
3925,84978,14247,17006.61,1.2278837420526794,525,1087,8,0,Mid-range Popular Product
3926,84984A,99,242.75,4.0125,12,16,3,4,High-end Niche Product
3927,84984B,96,258.8,4.2,13,16,2,4,High-end Niche Product
3928,84984C,81,159.05,3.8000000000000003,11,12,2,1,Low-demand Product
3929,84984D,79,236.75,4.17,14,15,3,4,High-end Niche Product
3930,84985A,557,807.65,1.45,95,119,8,1,Low-demand Product
3931,84985B,122,176.89999999999998,1.45,12,19,3,1,Low-demand Product
3932,84986B,415,601.75,1.45,58,67,6,1,Low-demand Product
3933,84987,5897,8493.33,1.4528018575851394,406,642,18,2,Potential Product
3934,84988,5942,8565.289999999999,1.457540192926045,379,618,20,2,Potential Product
3935,84989A,1214,660.6800000000001,0.5479032258064517,95,121,6,1,Low-demand Product
3936,84989B,592,311.56,0.538695652173913,34,46,3,1,Low-demand Product
3937,84990,2101,1109.38,0.5397604790419162,112,161,4,1,Low-demand Product
3938,84991,28730,15373.070000000002,0.5432928847214562,822,1765,20,0,Mid-range Popular Product
3939,84992,16394,8747.92,0.5467901234567901,614,1176,19,0,Mid-range Popular Product
3940,84993A,1301,546.42,0.42,88,126,5,1,Low-demand Product
3941,84993B,479,201.18,0.41999999999999993,57,77,3,1,Low-demand Product
3942,84997A,3419,12953.84,3.8770620437956205,278,544,18,2,Potential Product
3943,84997B,5938,22350.99,3.8415995762711868,433,932,20,0,Mid-range Popular Product
3944,84997C,5318,20089.08,3.83481522956327,426,883,23,0,Mid-range Popular Product
3945,84997D,6303,23921.14,3.8799801587301586,431,992,24,0,Mid-range Popular Product
3946,85006,221,404.39000000000004,2.439142857142857,32,35,6,1,Low-demand Product
3947,85007,139,376.35,3.9,16,19,2,1,Low-demand Product
3948,85008,254,953.5500000000001,4.7283333333333335,77,89,6,4,High-end Niche Product
3949,85014A,2481,14020.95,5.906386292834891,361,640,16,2,Potential Product
3950,85014B,3411,19408.350000000002,5.911083123425693,437,794,19,0,Mid-range Popular Product
3951,85014C,236,1217.9,5.843846153846155,55,65,3,4,High-end Niche Product
3952,85014D,367,1890.7,5.823837209302326,73,86,10,4,High-end Niche Product
3953,85015,2076,1839.42,1.3216666666666665,133,144,16,1,Low-demand Product
3954,85016,583,893.8499999999999,2.142857142857143,60,70,9,1,Low-demand Product
3955,85017A,546,440.88,0.8340740740740741,45,53,8,1,Low-demand Product
3956,85017B,1319,827.1,0.6221008403361344,98,118,15,1,Low-demand Product
3957,85017C,544,423.7,0.7906896551724137,44,56,9,1,Low-demand Product
3958,85018A,15,63.75,4.25,10,10,1,4,High-end Niche Product
3959,85018B,15,63.75,4.25,10,10,1,4,High-end Niche Product
3960,85018C,33,117.03,4.035,4,4,1,4,High-end Niche Product
3961,85018D,630,789.3,2.023015873015873,57,63,3,1,Low-demand Product
3962,85019A,501,704.25,2.274390243902439,37,41,1,1,Low-demand Product
3963,85019B,545,741.25,2.0,31,36,6,1,Low-demand Product
3964,85019C,262,435.5,2.9456521739130435,18,23,3,1,Low-demand Product
3965,85020,203,426.3,2.1,36,44,3,1,Low-demand Product
3966,85023A,22,56.099999999999994,2.55,9,10,1,1,Low-demand Product
3967,85023B,202,490.8,2.5256756756756755,32,37,4,1,Low-demand Product
3968,85023C,23,58.65,2.55,10,11,1,1,Low-demand Product
3969,85024A,1,1.65,1.65,1,1,1,1,Low-demand Product
3970,85024B,101,161.24999999999997,1.6404761904761902,19,20,3,1,Low-demand Product
3971,85024C,99,163.35,1.65,33,42,1,1,Low-demand Product
3972,85025B,408,667.8,1.6470588235294117,55,65,3,1,Low-demand Product
3973,85025C,495,811.3499999999999,1.6478494623655915,73,92,2,1,Low-demand Product
3974,85026B,161,136.85,0.85,20,20,1,1,Low-demand Product
3975,85027L,190,525.9,4.4475,36,40,7,4,High-end Niche Product
3976,85028L,152,385.05,4.808,22,25,3,4,High-end Niche Product
3977,85028S,258,432.9,3.1196969696969696,29,32,4,1,Low-demand Product
3978,85030,185,471.75,4.820689655172414,26,29,4,4,High-end Niche Product
3979,85031A,293,517.95,3.7815789473684216,36,38,3,1,Low-demand Product
3980,85031B,294,456.3,3.3846153846153846,25,26,3,1,Low-demand Product
3981,85031C,250,427.2,3.7607142857142857,23,28,2,1,Low-demand Product
3982,85032A,840,786.7,0.9694915254237289,103,118,7,1,Low-demand Product
3983,85032B,725,652.5000000000001,0.9099056603773585,95,106,7,1,Low-demand Product
3984,85032C,601,586.4000000000001,0.9801980198019802,85,100,6,1,Low-demand Product
3985,85032D,789,799.0300000000001,1.266923076923077,89,90,4,1,Low-demand Product
3986,85033G,177,209.95,1.4444444444444444,16,17,2,1,Low-demand Product
3987,85033S,233,246.35,0.975,34,39,2,1,Low-demand Product
3988,85034A,777,1984.3,2.9875213675213677,92,110,4,1,Low-demand Product
3989,85034B,1079,2124.98,2.424601769911505,95,111,6,1,Low-demand Product
3990,85034C,1216,2138.19,2.1646666666666667,130,158,6,1,Low-demand Product
3991,85035A,596,2046.6100000000001,3.795379746835443,113,154,7,1,Low-demand Product
3992,85035B,545,1519.81,3.492857142857143,75,98,5,1,Low-demand Product
3993,85035C,1017,2110.62,2.920574712643678,129,168,7,1,Low-demand Product
3994,85036A,587,2223.8,3.966086956521739,117,155,3,4,High-end Niche Product
3995,85036B,504,1386.55,3.0622784810126586,70,79,5,1,Low-demand Product
3996,85036C,565,1287.56,2.999756097560976,99,120,3,1,Low-demand Product
3997,85038,1851,3750.3100000000004,2.1045578231292517,191,282,8,2,Potential Product
3998,85039A,829,887.8699999999999,1.4334444444444443,61,90,4,1,Low-demand Product
3999,85039B,910,1138.1499999999999,1.5186607142857143,84,110,2,1,Low-demand Product
4000,85039C,302,221.35,1.364102564102564,27,39,1,1,Low-demand Product
4001,85040A,1803,2979.5899999999997,1.6724924012158056,193,314,10,2,Potential Product
4002,85040B,1374,2194.5,1.6381856540084387,132,232,4,1,Low-demand Product
4003,85041,600,923.6099999999999,1.6186585365853656,64,79,3,1,Low-demand Product
4004,85042,2295,10461.75,4.810314685314685,142,281,5,2,Potential Product
4005,85043,1,4.95,4.95,1,1,1,4,High-end Niche Product
4006,85044,131,605.75,4.86923076923077,26,26,1,4,High-end Niche Product
4007,85045,364,1707.3,4.891666666666667,60,70,3,4,High-end Niche Product
4008,85047,973,5926.549999999999,6.299268292682926,137,201,4,4,High-end Niche Product
4009,85048,2377,17108.65,7.390503432494279,309,432,7,2,Potential Product
4010,85049A,4785,6039.09,1.269391304347826,387,562,11,2,Potential Product
4011,85049B,1966,2450.09,1.2488087774294672,224,317,8,2,Potential Product
4012,85049C,2780,3468.8,1.2517735042735043,303,459,15,2,Potential Product
4013,85049D,2157,2691.12,1.2494986807387862,263,372,12,2,Potential Product
4014,85049E,5309,6716.45,1.2699570815450645,434,681,11,2,Potential Product
4015,85049F,1915,2388.62,1.2493666666666667,206,295,14,2,Potential Product
4016,85049G,3155,3924.15,1.2607822410147993,288,459,11,2,Potential Product
4017,85049H,1480,1584.09,1.186588785046729,154,210,10,1,Low-demand Product
4018,85050,27,56.7,2.1,1,1,1,1,Low-demand Product
4019,85053,1588,3232.96,2.12565371024735,185,277,12,2,Potential Product
4020,85054,834,2072.6600000000003,2.8583435582822085,107,159,9,1,Low-demand Product
4021,85055,316,1130.6,3.72,62,79,5,1,Low-demand Product
4022,85059,536,1655.31,3.5215972222222223,108,142,5,1,Low-demand Product
4023,85060,995,1210.69,1.232027027027027,53,74,3,1,Low-demand Product
4024,85061W,4505,3798.83,0.8508720930232557,201,330,7,2,Potential Product
4025,85062,2949,4777.32,1.6487234042553192,172,278,7,2,Potential Product
4026,85063,275,2062.5,7.5,104,150,6,4,High-end Niche Product
4027,85064,755,3859.58,5.396820083682009,172,239,6,4,High-end Niche Product
4028,85065,568,4260.0,7.5,162,232,5,4,High-end Niche Product
4029,85066,2472,18540.0,7.5,471,809,13,0,Mid-range Popular Product
4030,85067,334,2505.0,7.5,110,154,6,4,High-end Niche Product
4031,85068,603,4258.9800000000005,7.368799999999999,130,173,8,4,High-end Niche Product
4032,85069,3,22.5,7.5,1,1,1,4,High-end Niche Product
4033,85070,3,22.5,7.5,3,3,1,4,High-end Niche Product
4034,85071A,1197,911.46,1.1821428571428574,106,124,7,1,Low-demand Product
4035,85071B,1300,849.09,1.042695035460993,123,139,5,1,Low-demand Product
4036,85071C,708,484.0,1.1292929292929292,85,98,3,1,Low-demand Product
4037,85071D,487,348.96,1.0934831460674157,78,87,1,1,Low-demand Product
4038,85072,27,14.850000000000001,0.55,1,1,1,1,Low-demand Product
4039,85078,1546,475.58000000000004,0.38465116279069766,63,84,5,1,Low-demand Product
4040,85079,18,28.0,1.5757142857142858,6,6,1,1,Low-demand Product
4041,85080,113,55.76,0.5331818181818182,19,22,1,1,Low-demand Product
4042,85081,100,44.49,0.45952380952380956,20,20,1,1,Low-demand Product
4043,85083,5,12.75,2.55,2,2,1,1,Low-demand Product
4044,85084,419,378.83,0.8629230769230769,53,62,2,1,Low-demand Product
4045,85086A,396,336.59999999999997,0.85,44,49,4,1,Low-demand Product
4046,85087,113,325.11,2.947142857142857,21,21,4,1,Low-demand Product
4047,85088,243,509.38000000000005,2.1811111111111114,38,44,7,1,Low-demand Product
4048,85089,87,249.45000000000002,2.886842105263158,15,18,4,1,Low-demand Product
4049,85090,82,381.3,4.65,26,35,3,4,High-end Niche Product
4050,85091,172,347.1,3.485714285714286,14,14,2,1,Low-demand Product
4051,85092,155,260.95,2.6,14,14,3,1,Low-demand Product
4052,85093,828,609.4,0.887,57,59,6,1,Low-demand Product
4053,85094,474,185.78,0.5226190476190476,40,42,4,1,Low-demand Product
4054,85095,90,143.85999999999999,2.200909090909091,9,11,4,1,Low-demand Product
4055,85096,142,532.5,3.75,42,50,3,1,Low-demand Product
4056,85097B,101,378.75,3.75,25,36,4,1,Low-demand Product
4057,85098B,310,1119.3,3.731176470588235,61,84,7,1,Low-demand Product
4058,85099B,40936,78165.64,1.9606614077669904,978,3260,21,3,Bestseller Product
4059,85099C,14983,28576.62,1.9575478142076501,506,1449,15,0,Mid-range Popular Product
4060,85099F,16234,30859.76,1.9569180327868854,549,1514,16,0,Mid-range Popular Product
4061,85103,228,1424.6000000000001,6.616666666666667,46,54,2,4,High-end Niche Product
4062,85104,189,528.63,2.984814814814815,40,51,1,1,Low-demand Product
4063,85106,324,639.4499999999999,2.3779999999999997,40,44,1,1,Low-demand Product
4064,85107,728,1399.1699999999998,2.265151515151515,56,64,1,1,Low-demand Product
4065,85109,258,141.54,0.69,17,18,3,1,Low-demand Product
4066,85110,397,134.95,0.45526315789473687,17,19,2,1,Low-demand Product
4067,85111,913,311.80999999999995,0.41,50,63,2,1,Low-demand Product
4068,85112,148,164.75,1.2173913043478262,20,23,1,1,Low-demand Product
4069,85113,258,530.73,2.0906818181818183,36,43,4,1,Low-demand Product
4070,85114A,732,1164.6,1.630722891566265,46,83,3,1,Low-demand Product
4071,85114B,1226,1990.4999999999998,1.6424050632911393,99,157,7,1,Low-demand Product
4072,85114C,853,1391.2499999999998,1.6454545454545453,79,127,7,1,Low-demand Product
4073,85115B,3,12.75,4.25,1,1,1,4,High-end Niche Product
4074,85116,669,729.26,1.3243396226415094,40,52,6,1,Low-demand Product
4075,85117,243,386.15,1.6300000000000001,29,40,2,1,Low-demand Product
4076,85118,1013,679.0,0.8991935483870968,55,62,3,1,Low-demand Product
4077,85119,215,347.42,1.6748717948717946,36,38,4,1,Low-demand Product
4078,85121B,60,450.0,7.5,27,27,5,4,High-end Niche Product
4079,85121C,85,637.5,7.5,39,42,6,4,High-end Niche Product
4080,85123A,54027,148616.14,2.870696794744177,1490,4895,22,3,Bestseller Product
4081,85124A,330,824.8499999999999,2.5307142857142852,43,70,4,1,Low-demand Product
4082,85124B,322,808.9499999999999,2.5446428571428568,45,84,3,1,Low-demand Product
4083,85124C,379,942.15,2.540721649484536,51,97,4,1,Low-demand Product
4084,85125,244,1125.2,4.852325581395349,32,43,2,4,High-end Niche Product
4085,85126,133,871.35,6.701515151515152,22,32,3,4,High-end Niche Product
4086,85127,138,683.1,4.95,30,37,3,4,High-end Niche Product
4087,85128,28,31.390000000000004,1.395,2,2,1,1,Low-demand Product
4088,85129A,428,535.0,1.25,51,62,3,1,Low-demand Product
4089,85129B,210,258.08,1.3066666666666666,26,36,2,1,Low-demand Product
4090,85129C,370,463.85,1.320204081632653,37,48,2,1,Low-demand Product
4091,85129D,655,850.35,1.3474117647058823,59,85,1,1,Low-demand Product
4092,85130A,656,1079.9999999999998,1.6473684210526314,59,74,4,1,Low-demand Product
4093,85130B,788,736.32,1.0622033898305085,50,59,3,1,Low-demand Product
4094,85130C,629,691.27,1.1367741935483873,51,61,3,1,Low-demand Product
4095,85130D,668,772.14,1.316024096385542,63,80,1,1,Low-demand Product
4096,85131A,1023,889.65,1.0503846153846155,64,77,4,1,Low-demand Product
4097,85131B,243,169.01999999999998,0.9141666666666667,12,24,1,1,Low-demand Product
4098,85131C,239,181.12,0.9914814814814815,20,26,3,1,Low-demand Product
4099,85131D,389,244.57,0.89,25,32,4,1,Low-demand Product
4100,85132A,1038,3057.5099999999998,4.580816326530612,98,147,6,4,High-end Niche Product
4101,85132B,725,1979.85,3.6995,73,100,7,1,Low-demand Product
4102,85132C,1691,4041.15,3.2786458333333335,144,191,10,1,Low-demand Product
4103,85135A,76,570.0,7.5,40,50,1,4,High-end Niche Product
4104,85135B,98,735.0,7.5,67,76,2,4,High-end Niche Product
4105,85135C,103,772.5,7.5,57,65,2,4,High-end Niche Product
4106,85136A,89,667.5,7.5,64,67,3,4,High-end Niche Product
4107,85136B,49,367.5,7.5,39,39,1,4,High-end Niche Product
4108,85136C,125,937.5,7.5,70,80,3,4,High-end Niche Product
4109,85141,180,1012.75,6.1000000000000005,57,69,3,4,High-end Niche Product
4110,85142,50,375.0,7.5,26,27,2,4,High-end Niche Product
4111,85144,249,972.75,5.311111111111111,61,70,4,4,High-end Niche Product
4112,85145,91,558.25,6.198333333333333,27,30,1,4,High-end Niche Product
4113,85146,115,564.25,5.191379310344828,23,27,1,4,High-end Niche Product
4114,85147,61,301.95,4.95,14,16,1,4,High-end Niche Product
4115,85150,6278,15367.38,2.5220805369127515,369,889,12,0,Mid-range Popular Product
4116,85151,44,55.0,1.25,8,8,1,1,Low-demand Product
4117,85152,10839,21757.54,2.081425304878049,486,1300,11,0,Mid-range Popular Product
4118,85159A,456,811.1999999999999,2.2479166666666663,41,48,4,1,Low-demand Product
4119,85159B,617,1209.85,2.6544117647058822,53,68,9,1,Low-demand Product
4120,85160A,214,207.02,1.1481818181818182,20,22,2,1,Low-demand Product
4121,85160B,251,168.13,0.7616129032258064,28,30,2,1,Low-demand Product
